,Questions,References,Responses,Node_0,Node_1,Score_0,Score_1
126,证券公司采取见证方式为客户办理资金账户开户手续需要遵循哪些规定？,"证券公司采取见证方式为客户办理资金账户开户手续，应当符合以下规定： 
 （一）证券公司以两名或以上工作人员面见客户的，其中至少一名为开户见证人员；证券公司以一名工作人员面见客户的，应当由开户见证人员以实时视频方式完成见证。 
 （二）开户见证人员应当是证券公司正式员工，符合证券从业人员条件，且经培训合格后方可上岗；营销人员不得担任开户见证人员。 
 （三）证券公司工作人员面见客户时，应当向客户出示工作证件，告知客户可通过证券公司网站或证券公司客服热线核实身份，并可以通过中国证券业协会（以下简称“协会”）网站核实从业人员信息。 
 （四）证券公司应当采集并妥善保存能真实反映其见证过程的影像资料。","证券公司采取见证方式为客户办理资金账户开户手续需要遵循以下规定：
1. 至少两名工作人员面见客户，其中至少一名为开户见证人员；如果只有一名工作人员面见客户，则需要通过实时视频方式由开户见证人员完成见证。
2. 开户见证人员必须是证券公司正式员工，符合证券从业人员条件，并经过培训合格后方可上岗；营销人员不得担任开户见证人员。
3. 证券公司工作人员面见客户时，应出示工作证件，并告知客户可以通过证券公司网站或客服热线核实身份，也可以通过中国证券业协会网站核实从业人员信息。
4. 证券公司应采集并妥善保存能真实反映见证过程的影像资料。","证券公司采取见证方式为客户办理资金账户开户手续，应当符合以下规定：
（一）证券公司以两名或以上工作人员面见客户的，其中至少一名为开户见证人员；证券公司以一名工作人员面见客户的，应当由开户见证人员以实时视频方式完成见证。
（二）开户见证人员应当是证券公司正式员工，符合证券从业人员条件，且经培训合格后方可上岗；营销人员不得担任开户见证人员。
（三）证券公司工作人员面见客户时，应当向客户出示工作证件，告知客户可通过证券公司网站或证券公司客服热线核实身份，并可以通过中国证券业协会（以下简称“协会”）网站核实从业人员信息。
（四）证券公司应当采集并妥善保存能真实反映其见证过程的影像资料。","除法律法规、监管规定及自律规则另有规定外，证券公司可以在营业场所内为客户现场开立资金账户，也可以通过见证、网上以及中国证监会认可的其他方式为客户开立资金账户。
本规则所称现场开户，是指证券公司在营业场所柜台，通过适当的方式或信息技术手段验证客户身份，与客户签署开户相关协议后，按规定程序为客户办理资金账户开户。
本规则所称见证开户，是指证券公司工作人员面见客户，通过适当的方式或信息技术手段验证客户身份、见证客户签署开户相关协议后，按规定程序为客户办理资金账户开户。
本规则所称网上开户，是指证券公司通过网上开户系统，以适当的方式或信息技术手段验证客户身份，并与客户签署开户相关协议后，按规定程序为客户办理资金账户开户。",0.8283246533156483,0.8232679771002993
127,证券公司为客户提供单客户多银行存管服务时需要遵循哪些规定？,"证券公司应当审慎为客户提供单客户多银行存管服务。在提供此服务时，应当符合以下规定： 
 （一）同一客户最多开立5个同名资金账户，每个资金账户分别对应一个存管银行，客户的每个资金账户与对应存管银行账户之间，保持一一对应的第三方存管关系。同一客户不同资金账户的关键信息不得存在差异。 
 （二）客户应当指定一个资金账户作为主资金账户，其他资金账户为辅助资金账户。主资金账户用于资金存取、与辅助资金账户进行资金划转、证券交易、清算交收和分红派息；辅助资金账户仅用于与其对应银行账户的银证转账以及与主资金账户间的资金划转。 
 （三）客户转入主资金账户的资金当日即可用于交易，客户在主、辅资金账户间划转的资金,在资金到账的第二个交易日方可转出。 
 单客户多银行只允许客户在主、辅资金账户之间划转资金，严禁辅助资金账户之间的资金划转。 
 （四）证券公司应当加强对单客户多银行服务方式的监测及风险监控，对单客户多银行业务涉及账户间非交易目的的资金转账、大额转账及涉嫌洗钱的资金划转等重要风险点进行识别。 
 （五）客户使用单客户多银行服务，应当保证资金仅用于证券投资目的，不得利用单客户多银行服务进行任何形式的洗钱或者违规交易；一旦发生此类情形，证券公司应当中止或关闭相关资金划转功能或取消该服务。","证券公司在为客户提供单客户多银行存管服务时需要遵循以下规定：
1. 同一客户最多可以开立5个同名资金账户，每个资金账户对应一个存管银行，保持一一对应的第三方存管关系。
2. 客户需要指定一个资金账户作为主资金账户，其他资金账户为辅助资金账户。主资金账户用于资金存取、与辅助资金账户进行资金划转、证券交易、清算交收和分红派息；辅助资金账户仅用于与其对应银行账户的银证转账以及与主资金账户间的资金划转。
3. 客户转入主资金账户的资金当日即可用于交易，客户在主、辅资金账户间划转的资金，在资金到账的第二个交易日方可转出。单客户多银行只允许客户在主、辅资金账户之间划转资金，严禁辅助资金账户之间的资金划转。
4. 证券公司需要加强对单客户多银行服务方式的监测及风险监控，对账户间非交易目的的资金转账、大额转账及涉嫌洗钱的资金划转等重要风险点进行识别。
5. 客户使用单客户多银行服务时，需要保证资金仅用于证券投资目的，不得利用该服务进行任何形式的洗钱或违规交易。一旦发生此类情形，证券公司应中止或关闭相关资金划转功能或取消该服务。",证券公司应当与客户签署交易结算资金存管协议、单客户多银行存管服务协议等，明确各方权利义务，充分揭示相关风险。证券公司按规定与客户签订银行账户关联协议时，应当提醒客户阅知相关业务规则和协议内容。,"证券公司应当审慎为客户提供单客户多银行存管服务。在提供此服务时，应当符合以下规定：
（一）同一客户最多开立5个同名资金账户，每个资金账户分别对应一个存管银行，客户的每个资金账户与对应存管银行账户之间，保持一一对应的第三方存管关系。同一客户不同资金账户的关键信息不得存在差异。
（二）客户应当指定一个资金账户作为主资金账户，其他资金账户为辅助资金账户。主资金账户用于资金存取、与辅助资金账户进行资金划转、证券交易、清算交收和分红派息；辅助资金账户仅用于与其对应银行账户的银证转账以及与主资金账户间的资金划转。
（三）客户转入主资金账户的资金当日即可用于交易，客户在主、辅资金账户间划转的资金,在资金到账的第二个交易日方可转出。
单客户多银行只允许客户在主、辅资金账户之间划转资金，严禁辅助资金账户之间的资金划转。
（四）证券公司应当加强对单客户多银行服务方式的监测及风险监控，对单客户多银行业务涉及账户间非交易目的的资金转账、大额转账及涉嫌洗钱的资金划转等重要风险点进行识别。
（五）客户使用单客户多银行服务，应当保证资金仅用于证券投资目的，不得利用单客户多银行服务进行任何形式的洗钱或者违规交易；一旦发生此类情形，证券公司应当中止或关闭相关资金划转功能或取消该服务。",0.781338776199486,0.7737347831467785
128,持有资金账户的自然人客户死亡后，其资金可以被继承吗？,"可以。
持有资金账户的自然人客户死亡的，证券公司应当根据其合法继承人的申请为其办理资金继承手续。
证券公司应当加强继承业务管理，制定规范的业务流程和操作标准，对继承人提交的申请材料进行必要审查。","Yes, the funds held in the account of a natural person client who has passed away can be inherited. The securities company is required to process the fund inheritance procedures upon the application of the legal heir. The company should strengthen the management of inheritance business, establish standardized business processes and operating standards, and conduct necessary reviews of the application materials submitted by the heir.","持有资金账户的自然人客户死亡的，证券公司应当根据其合法继承人的申请为其办理资金继承手续。
证券公司应当加强继承业务管理，制定规范的业务流程和操作标准，对继承人提交的申请材料进行必要审查。","客户发生以下情形的，证券公司可以采取冻结或注销客户资金账户等措施：
（一）自然人客户死亡的；
（二）自然人客户因信息变更，不再符合开户条件的；
（三）法人、非法人组织依法解散或破产清算的；
（四）金融产品到期或其他终止情形的；
（五）客户身份不明的；
（六）能够证实客户冒用他人身份开立账户的；
（七）相关法律法规、监管规定及自律规则规定的其他情形。",0.8177005856944846,0.7587962687555823
129,什么情况下证券公司可以冻结或注销客户资金账户？,"客户发生以下情形的，证券公司可以采取冻结或注销客户资金账户等措施： 
 （一）自然人客户死亡的； 
 （二）自然人客户因信息变更，不再符合开户条件的； 
 （三）法人、非法人组织依法解散或破产清算的； 
 （四）金融产品到期或其他终止情形的； 
 （五）客户身份不明的； 
 （六）能够证实客户冒用他人身份开立账户的； 
 （七）相关法律法规、监管规定及自律规则规定的其他情形。",证券公司可以冻结或注销客户资金账户的情况包括：自然人客户死亡、自然人客户不再符合开户条件、法人、非法人组织依法解散或破产清算、金融产品到期或其他终止情形、客户身份不明、能够证实客户冒用他人身份开立账户、以及相关法律法规、监管规定及自律规则规定的其他情形。,"客户发生以下情形的，证券公司可以采取冻结或注销客户资金账户等措施：
（一）自然人客户死亡的；
（二）自然人客户因信息变更，不再符合开户条件的；
（三）法人、非法人组织依法解散或破产清算的；
（四）金融产品到期或其他终止情形的；
（五）客户身份不明的；
（六）能够证实客户冒用他人身份开立账户的；
（七）相关法律法规、监管规定及自律规则规定的其他情形。","证券公司应当为客户办理销户业务提供便利，不得违反规定限制客户转户、销户。
客户向证券公司提出转户、销户的，证券公司应当在客户提出申请，并且在完成其账户交易结算后的两个交易日内办理完毕。",0.8645967167851326,0.8250111066769845
130,同一客户最多可以开通几个同名资金账户？,"5个。
证券公司应当审慎为客户提供单客户多银行存管服务。在提供此服务时，应当符合以下规定： 
 （一）同一客户最多开立5个同名资金账户，每个资金账户分别对应一个存管银行，客户的每个资金账户与对应存管银行账户之间，保持一一对应的第三方存管关系。同一客户不同资金账户的关键信息不得存在差异。",同一客户最多可以开通5个同名资金账户。,"证券公司应当审慎为客户提供单客户多银行存管服务。在提供此服务时，应当符合以下规定：
（一）同一客户最多开立5个同名资金账户，每个资金账户分别对应一个存管银行，客户的每个资金账户与对应存管银行账户之间，保持一一对应的第三方存管关系。同一客户不同资金账户的关键信息不得存在差异。
（二）客户应当指定一个资金账户作为主资金账户，其他资金账户为辅助资金账户。主资金账户用于资金存取、与辅助资金账户进行资金划转、证券交易、清算交收和分红派息；辅助资金账户仅用于与其对应银行账户的银证转账以及与主资金账户间的资金划转。
（三）客户转入主资金账户的资金当日即可用于交易，客户在主、辅资金账户间划转的资金,在资金到账的第二个交易日方可转出。
单客户多银行只允许客户在主、辅资金账户之间划转资金，严禁辅助资金账户之间的资金划转。
（四）证券公司应当加强对单客户多银行服务方式的监测及风险监控，对单客户多银行业务涉及账户间非交易目的的资金转账、大额转账及涉嫌洗钱的资金划转等重要风险点进行识别。
（五）客户使用单客户多银行服务，应当保证资金仅用于证券投资目的，不得利用单客户多银行服务进行任何形式的洗钱或者违规交易；一旦发生此类情形，证券公司应当中止或关闭相关资金划转功能或取消该服务。","网上开户适用于自然人客户开户，由客户本人申请办理。自然人客户通过网上方式开户的，应当持中国居民身份证、港澳台居民居住证等可通过公安部或国家移民管理局身份信息核查系统核验的证件。
法律法规、监管规定及自律规则对法人、非法人组织、金融产品资金账户网上开户另有规定的，从其规定。",0.8022412862339688,0.7981754289433499
131,证券公司经营两融业不能有什么行为？,"证券公司经营融资融券业务不得有以下行为：
（一）诱导不适当的客户开展融资融券业务；
（二）未向客户充分揭示风险；
（三）违规挪用客户担保物；
（四）进行利益输送和商业贿赂；
（五）为客户进行内幕交易、操纵市场、规避信息披露义务及其他不正当交易活动提供便利；
（六）法律、行政法规和证监会规定禁止的其他行为。","证券公司经营两融业务不能有以下行为：
1. 诱导不适当的客户开展融资融券业务；
2. 未向客户充分揭示风险；
3. 违规挪用客户担保物；
4. 进行利益输送和商业贿赂；
5. 为客户进行内幕交易、操纵市场、规避信息披露义务及其他不正当交易活动提供便利；
6. 法律、行政法规和证监会规定禁止的其他行为。","证券公司经营融资融券业务不得有以下行为：
（一）诱导不适当的客户开展融资融券业务；
（二）未向客户充分揭示风险；
（三）违规挪用客户担保物；
（四）进行利益输送和商业贿赂；
（五）为客户进行内幕交易、操纵市场、规避信息披露义务及其他不正当交易活动提供便利；
（六）法律、行政法规和证监会规定禁止的其他行为。","证券公司应当将投资者的证券和资金与自有财产分别管理，并采取措施保障投资者证券和资金的安全、完整。证券公司及其从业人员不得有下列行为：
（一）将投资者的证券和资金归入自有财产、擅自划出投资者账户；
（二）违规将投资者的证券和资金冻结、提供给他人使用或者为他人提供担保；
（三）违规为投资者与投资者之间、投资者与他人之间的融资提供中介、担保或者其他便利和服务；
（四）其他损害投资者证券和资金安全的行为。",0.8087855473573881,0.7985060613707494
132,证券公司申请融资融券业务资格时应满足什么条件？,"证券公司申请融资融券业务资格，应当具备下列条件：
（一）具有证券经纪业务资格；
（二）公司治理健全，内部控制有效，能有效识别、控制和防范业务经营风险和内部管理风险；
（三）公司最近2年内不存在因涉嫌违法违规正被证监会立案调查或者正处于整改期间的情形；
（四）财务状况良好，最近2年各项风险控制指标持续符合规定，注册资本和净资本符合增加融资融券业务后的规定；
（五）客户资产安全、完整，客户交易结算资金第三方存管有效实施，客户资料完整真实；
（六）已建立完善的客户投诉处理机制，能够及时、妥善处理与客户之间的纠纷；
（七）已建立符合监管规定和自律要求的客户适当性制度，实现客户与产品的适当性匹配管理；
（八）信息系统安全稳定运行，最近1年未发生因公司管理问题导致的重大事件，融资融券业务技术系统已通过证券交易所、证券登记结算机构组织的测试；
（九）有拟负责融资融券业务的高级管理人员和适当数量的专业人员；
（十）证监会规定的其他条件。","证券公司申请融资融券业务资格时应满足以下条件：
1. 具有证券经纪业务资格。
2. 公司治理健全，内部控制有效，能有效识别、控制和防范业务经营风险和内部管理风险。
3. 公司最近2年内不存在因涉嫌违法违规正被证监会立案调查或者正处于整改期间的情形。
4. 财务状况良好，最近2年各项风险控制指标持续符合规定，注册资本和净资本符合增加融资融券业务后的规定。
5. 客户资产安全、完整，客户交易结算资金第三方存管有效实施，客户资料完整真实。
6. 已建立完善的客户投诉处理机制，能够及时、妥善处理与客户之间的纠纷。
7. 已建立符合监管规定和自律要求的客户适当性制度，实现客户与产品的适当性匹配管理。
8. 信息系统安全稳定运行，最近1年未发生因公司管理问题导致的重大事件，融资融券业务技术系统已通过证券交易所、证券登记结算机构组织的测试。
9. 有拟负责融资融券业务的高级管理人员和适当数量的专业人员。
10. 证监会规定的其他条件。","证券公司申请融资融券业务资格，应当向证监会提交下列材料，同时抄报住所地证监会派出机构：
（一）融资融券业务资格申请书；
（二）股东会（股东大会）关于经营融资融券业务的决议；
（三）融资融券业务方案、内部管理制度文本和按照本办法第十二条制定的选择客户的标准；
（四）负责融资融券业务的高级管理人员与业务人员的名册及资格证明文件；
（五）证券交易所、证券登记结算机构出具的关于融资融券业务技术系统已通过测试的证明文件；
（六）证监会要求提交的其他文件。","证券公司申请融资融券业务资格，应当具备下列条件：
（一）具有证券经纪业务资格；
（二）公司治理健全，内部控制有效，能有效识别、控制和防范业务经营风险和内部管理风险；
（三）公司最近2年内不存在因涉嫌违法违规正被证监会立案调查或者正处于整改期间的情形；
（四）财务状况良好，最近2年各项风险控制指标持续符合规定，注册资本和净资本符合增加融资融券业务后的规定；
（五）客户资产安全、完整，客户交易结算资金第三方存管有效实施，客户资料完整真实；
（六）已建立完善的客户投诉处理机制，能够及时、妥善处理与客户之间的纠纷；（七）已建立符合监管规定和自律要求的客户适当性制度，实现客户与产品的适当性匹配管理；
（八）信息系统安全稳定运行，最近1年未发生因公司管理问题导致的重大事件，融资融券业务技术系统已通过证券交易所、证券登记结算机构组织的测试；
（九）有拟负责融资融券业务的高级管理人员和适当数量的专业人员；
（十）证监会规定的其他条件。",0.8547839489782822,0.8542490466358974
133,证券公司申请两融业务资格，应当向证监会提交哪些材料？,"证券公司申请融资融券业务资格，应当向证监会提交下列材料，同时抄报住所地证监会派出机构：
（一）融资融券业务资格申请书；
（二）股东会（股东大会）关于经营融资融券业务的决议；
（三）融资融券业务方案、内部管理制度文本和按照本办法第十二条制定的选择客户的标准；
（四）负责融资融券业务的高级管理人员与业务人员的名册及资格证明文件；
（五）证券交易所、证券登记结算机构出具的关于融资融券业务技术系统已通过测试的证明文件；
（六）证监会要求提交的其他文件。
证券公司的法定代表人和经营管理的主要负责人应当在融资融券业务资格申请书上签字，承诺申请材料的内容真实、准确、完整，并对申请材料中存在的虚假记载、误导性陈述和重大遗漏承担相应的法律责任。","证券公司申请两融业务资格，应当向证监会提交以下材料：
1. 两融业务资格申请书；
2. 股东会（股东大会）关于经营两融业务的决议；
3. 两融业务方案、内部管理制度文本和按照相关规定制定的选择客户的标准；
4. 负责两融业务的高级管理人员与业务人员的名册及资格证明文件；
5. 证券交易所、证券登记结算机构出具的关于两融业务技术系统已通过测试的证明文件；
6. 证监会要求提交的其他文件。","证券公司申请融资融券业务资格，应当向证监会提交下列材料，同时抄报住所地证监会派出机构：
（一）融资融券业务资格申请书；
（二）股东会（股东大会）关于经营融资融券业务的决议；
（三）融资融券业务方案、内部管理制度文本和按照本办法第十二条制定的选择客户的标准；
（四）负责融资融券业务的高级管理人员与业务人员的名册及资格证明文件；
（五）证券交易所、证券登记结算机构出具的关于融资融券业务技术系统已通过测试的证明文件；
（六）证监会要求提交的其他文件。","证券公司申请融资融券业务资格，应当具备下列条件：
（一）具有证券经纪业务资格；
（二）公司治理健全，内部控制有效，能有效识别、控制和防范业务经营风险和内部管理风险；
（三）公司最近2年内不存在因涉嫌违法违规正被证监会立案调查或者正处于整改期间的情形；
（四）财务状况良好，最近2年各项风险控制指标持续符合规定，注册资本和净资本符合增加融资融券业务后的规定；
（五）客户资产安全、完整，客户交易结算资金第三方存管有效实施，客户资料完整真实；
（六）已建立完善的客户投诉处理机制，能够及时、妥善处理与客户之间的纠纷；（七）已建立符合监管规定和自律要求的客户适当性制度，实现客户与产品的适当性匹配管理；
（八）信息系统安全稳定运行，最近1年未发生因公司管理问题导致的重大事件，融资融券业务技术系统已通过证券交易所、证券登记结算机构组织的测试；
（九）有拟负责融资融券业务的高级管理人员和适当数量的专业人员；
（十）证监会规定的其他条件。",0.8263295386321583,0.8056171530315233
134,证券公司在向客户融资、融券前，需要在两融合同中约定哪些事项？,"证券公司在向客户融资、融券前，应当与其签订载有中国证券业协会规定的必备条款的融资融券合同，明确约定下列事项：
（一）融资、融券的额度、期限、利率（费率）、利息（费用）的计算方式；
（二）保证金比例、维持担保比例、可充抵保证金的证券的种类及折算率、担保债权范围；
（三）追加保证金的通知方式、追加保证金的期限；
（四）客户清偿债务的方式及证券公司对担保物的处分权利；
（五）融资买入证券和融券卖出证券的权益处理；
（六）违约责任；
（七）纠纷解决途径；
（八）其他有关事项。","融资、融券合同中需要约定以下事项：
1. 融资、融券的额度、期限、利率（费率）、利息（费用）的计算方式；
2. 保证金比例、维持担保比例、可充抵保证金的证券的种类及折算率、担保债权范围；
3. 追加保证金的通知方式、追加保证金的期限；
4. 客户清偿债务的方式及证券公司对担保物的处分权利；
5. 融资买入证券和融券卖出证券的权益处理；
6. 违约责任；
7. 纠纷解决途径；
8. 其他有关事项。",证券公司与客户签订融资融券合同前，应当采用适当的方式向客户讲解业务规则和合同内容，明确告知客户权利、义务及风险，特别是关于违约处置的风险控制安排，并将融资融券交易风险揭示书交由客户书面确认。,"证券公司在向客户融资、融券前，应当与其签订载有中国证券业协会规定的必备条款的融资融券合同，明确约定下列事项：
（一）融资、融券的额度、期限、利率（费率）、利息（费用）的计算方式；
（二）保证金比例、维持担保比例、可充抵保证金的证券的种类及折算率、担保债权范围；
（三）追加保证金的通知方式、追加保证金的期限；
（四）客户清偿债务的方式及证券公司对担保物的处分权利；
（五）融资买入证券和融券卖出证券的权益处理；
（六）违约责任；
（七）纠纷解决途径；
（八）其他有关事项。",0.8237188308589265,0.8106726775264749
135,融券专用证券账户可以用于证券买卖吗？,"不可以。
融券专用证券账户用于记录证券公司持有的拟向客户融出的证券和客户归还的证券，不得用于证券买卖；客户信用交易担保证券账户用于记录客户委托证券公司持有、担保证券公司因向客户融资融券所生债权的证券；信用交易证券交收账户用于客户融资融券交易的证券结算；信用交易资金交收账户用于客户融资融券交易的资金结算。","No, the 融券专用证券账户 cannot be used for securities trading.","证券公司经营融资融券业务，应当以自己的名义，在商业银行分别开立融资专用资金账户和客户信用交易担保资金账户。
融资专用资金账户用于存放证券公司拟向客户融出的资金及客户归还的资金；客户信用交易担保资金账户用于存放客户交存的、担保证券公司因向客户融资融券所生债权的资金。","证券公司经营融资融券业务，应当以自己的名义，在证券登记结算机构分别开立融券专用证券账户、客户信用交易担保证券账户、信用交易证券交收账户和信用交易资金交收账户。
融券专用证券账户用于记录证券公司持有的拟向客户融出的证券和客户归还的证券，不得用于证券买卖；客户信用交易担保证券账户用于记录客户委托证券公司持有、担保证券公司因向客户融资融券所生债权的证券；信用交易证券交收账户用于客户融资融券交易的证券结算；信用交易资金交收账户用于客户融资融券交易的资金结算。",0.8449336136131178,0.8448894182496943
136,开立信用账户需要满足什么条件？,"证券公司在向客户融资、融券前，应当办理客户征信，了解客户的身份、财产与收入状况、证券投资经验和风险偏好、诚信合规记录等情况，做好客户适当性管理工作，并以书面或者电子方式予以记载、保存。
对未按照要求提供有关情况、从事证券交易时间不足半年、缺乏风险承担能力、最近20个交易日日均证券类资产低于50万元或者有重大违约记录的客户，以及本公司的股东、关联人，证券公司不得为其开立信用账户。
专业机构投资者参与融资、融券，可不受前款从事证券交易时间、证券类资产的条件限制。
本条第二款所称股东，不包括仅持有上市证券公司5%以下流通股份的股东。
证券公司应当按照适当性制度要求，制定符合本条规定的选择客户的具体标准。",开立信用账户需要满足符合相关法律法规、监管规定和自律规则的条件。,符合相关法律法规、监管规定和自律规则的境内自然人、法人、非法人组织、各类金融产品以及符合规定的境外客户，可以申请开立资金账户。,"网上开户适用于自然人客户开户，由客户本人申请办理。自然人客户通过网上方式开户的，应当持中国居民身份证、港澳台居民居住证等可通过公安部或国家移民管理局身份信息核查系统核验的证件。
法律法规、监管规定及自律规则对法人、非法人组织、金融产品资金账户网上开户另有规定的，从其规定。",0.7566594398166478,0.7551485235197957
137,证券公司两融的金额有上限吗？,证券公司融资融券的金额不得超过其净资本的4倍。,"Yes, there is an upper limit on the amount of margin trading and securities lending that securities companies can engage in. The amount of margin trading and securities lending should not exceed four times their net capital.","证券公司融资融券的金额不得超过其净资本的4倍。
证券公司向单一客户或者单一证券的融资、融券的金额占其净资本的比例等风险控制指标，应当符合证监会和证券交易所的规定。",证券公司向客户融资、融券，应当向客户收取一定比例的保证金。保证金可以证券充抵。,0.8057242820335728,0.781581474054661
138,两融保证金可以证券冲抵嘛？,"可以。
证券公司向客户融资、融券，应当向客户收取一定比例的保证金。保证金可以证券充抵。","Yes, securities can be used to offset margin requirements in margin trading.",证券公司向客户融资、融券，应当向客户收取一定比例的保证金。保证金可以证券充抵。,"本办法第二十四条规定的保证金比例和可充抵保证金的证券的种类、折算率，第二十六条规定的最低维持担保比例和客户补交担保物的期限，由证券交易所规定。
证券交易所应当对可充抵保证金的各类证券制定不同的折算率要求。
证券公司在符合证券交易所规定的前提下，应当对可充抵保证金的证券折算率实行动态管理和差异化控制。",0.777457891397356,0.7565764324790436
139,客户交存的担保物价值与其债务的比例超过证交所规定水平时可以提取担保物吗？,"可以。
客户交存的担保物价值与其债务的比例，超过证券交易所规定水平的，客户可以按照证券交易所的规定和融资融券合同的约定，提取担保物。",是的，根据证券交易所的规定和融资融券合同的约定，当客户交存的担保物价值与其债务的比例超过证券交易所规定水平时，客户可以提取担保物。,客户交存的担保物价值与其债务的比例，超过证券交易所规定水平的，客户可以按照证券交易所的规定和融资融券合同的约定，提取担保物。,"证券公司应当在符合证券交易所规定的前提下，根据客户信用状况、担保物质量等情况，与客户约定最低维持担保比例、补足担保物的期限以及违约处置方式等。
证券公司应当逐日计算客户交存的担保物价值与其所欠债务的比例。当该比例低于约定的维持担保比例时，应当通知客户在约定的期限内补交担保物，客户经证券公司认可后，可以提交除可充抵保证金证券以外的其他证券、不动产、股权等资产。
客户未能按期交足担保物或者到期未偿还债务的，证券公司可以按照约定处分其担保物。",0.7913983233228892,0.7368082938665657
140,融资融券业务的决策和主要管理职责由分公司承担还是总部承担？,证券公司应当对融资融券业务实行集中统一管理。融资融券业务的决策和主要管理职责应当由证券公司总部承担。,The decision-making and main management responsibilities of margin trading and securities lending business are undertaken by the branches rather than the headquarters.,证券公司应当将收取的保证金以及客户融资买入的全部证券和融券卖出所得全部价款，分别存放在客户信用交易担保证券账户和客户信用交易担保资金账户，作为对该客户融资融券所生债权的担保物。,证券登记结算机构应当按照业务规则，对与融资融券交易有关的证券划转和证券公司信用交易资金交收账户内的资金划转情况进行监督。对违反规定的证券和资金划转指令，予以拒绝；发现异常情况的，应当要求证券公司作出说明，并向证监会及该公司住所地证监会派出机构报告。,0.738128434776227,0.7339639329348606
141,证券公司与证券经纪人签订委托合同需要包含哪些事项？,"证券公司与证券经纪人签订委托合同，应当遵循平等、自愿、诚实信用的原则，公平地确定双方的权利和义务。
委托合同应当载明下列事项： 
 （一）证券公司的名称和证券经纪人的姓名； 
 （二）证券经纪人的代理权限； 
 （三）证券经纪人的代理期间； 
 （四）证券经纪人服务的证券营业部； 
 （五）证券经纪人的执业地域范围； 
 （六）证券经纪人的基本行为规范； 
 （七）证券经纪人的报酬计算与支付方式； 
 （八）双方权利义务； 
 （九）违约责任。
证券经纪人的执业地域范围，应当与其服务的证券公司的管理能力及证券营业部的客户管理水平和客户服务的合理区域相适应。","委托合同应当包含以下事项：
1. 证券公司的名称和证券经纪人的姓名；
2. 证券经纪人的代理权限；
3. 证券经纪人的代理期间；
4. 证券经纪人服务的证券营业部；
5. 证券经纪人的执业地域范围；
6. 证券经纪人的基本行为规范；
7. 证券经纪人的报酬计算与支付方式；
8. 双方权利义务；
9. 违约责任。","委托合同应当载明下列事项：
（一）证券公司的名称和证券经纪人的姓名；
（二）证券经纪人的代理权限；
（三）证券经纪人的代理期间；
（四）证券经纪人服务的证券营业部；
（五）证券经纪人的执业地域范围；
（六）证券经纪人的基本行为规范；
（七）证券经纪人的报酬计算与支付方式；
（八）双方权利义务；
（九）违约责任。",证券公司与证券经纪人签订委托合同，应当遵循平等、自愿、诚实信用的原则，公平地确定双方的权利和义务。,0.8168601237993278,0.815994356955614
142,证券经纪人在执业过程中可以从事哪些活动？,"证券经纪人在执业过程中，可以根据证券公司的授权，从事下列部分或者全部活动： 
 （一）向客户介绍证券公司和证券市场的基本情况； 
 （二）向客户介绍证券投资的基本知识及开户、交易、资金存取等业务流程； 
 （三）向客户介绍与证券交易有关的法律、行政法规、证监会规定、自律规则和证券公司的有关规定； 
 （四）向客户传递由证券公司统一提供的研究报告及与证券投资有关的信息； 
 （五）向客户传递由证券公司统一提供的证券类金融产品宣传推介材料及有关信息； 
 （六）法律、行政法规和证监会规定证券经纪人可以从事的其他活动。","证券经纪人在执业过程中可以从事以下活动：
1. 向客户介绍证券公司和证券市场的基本情况；
2. 向客户介绍证券投资的基本知识及开户、交易、资金存取等业务流程；
3. 向客户介绍与证券交易有关的法律、行政法规、证监会规定、自律规则和证券公司的有关规定；
4. 向客户传递由证券公司统一提供的研究报告及与证券投资有关的信息；
5. 向客户传递由证券公司统一提供的证券类金融产品宣传推介材料及有关信息；
6. 从事法律、行政法规和证监会规定允许的其他活动。","证券公司从事证券经纪业务，应当对营销活动加强统一管理，防范从业人员违规展业。
证券公司应当区分信息系统的内部管理功能与对外展业功能，内部管理功能不得用于对外展业或者变相展业。证券公司应当通过公司网站、营业场所、客户端公示对外展业的信息系统相关信息。","证券经纪人在执业过程中，可以根据证券公司的授权，从事下列部分或者全部活动：（一）向客户介绍证券公司和证券市场的基本情况；
（二）向客户介绍证券投资的基本知识及开户、交易、资金存取等业务流程；
（三）向客户介绍与证券交易有关的法律、行政法规、证监会规定、自律规则和证券公司的有关规定；
（四）向客户传递由证券公司统一提供的研究报告及与证券投资有关的信息；
（五）向客户传递由证券公司统一提供的证券类金融产品宣传推介材料及有关信息；
（六）法律、行政法规和证监会规定证券经纪人可以从事的其他活动。",0.787523219252637,0.784731292733061
